SSRMEET_SUN_DAY,SSRMEET_MON_DAY,SSRMEET_TUE_DAY,SSRMEET_WED_DAY,SSRMEET_THU_DAY,SSRMEET_FRI_DAY,SSRMEET_SAT_DAY,Campus,CRN,Subject,CourseNumber,SectNumber,MeetingTimeGroup,CrosslistGroup,CourseTitle,Instructor,RoomCapacity,ActualEnrollment,SeatsAvailable,BeginTime,EndTime,Building,Room
,,T,,,,,CHICAGO CAMPUS,14398,PSYC,462,10,Evening,,ORGANIZATIONAL PSYCHOLOGY,,25,0,25,1800,2030,Auditorium Building,1015
,,,W,,,,CHICAGO CAMPUS,10956,PSYC,463,10,Evening,,PERSONNEL PSYCHOLOGY,,77,0,25,1800,2030,Wabash Building,1016
,,T,,,,,CHICAGO CAMPUS,10957,PSYC,505,10,Evening,,FOUNDATIONS OF COUNSELING,,77,0,30,1800,2030,Wabash Building,1016
,M,,,,,,CHICAGO CAMPUS,11628,PSYC,516,1,Day,,PSYCHOPATHOLOGY,,50,0,30,1400,1630,Auditorium Building,426
,,,W,,,,CHICAGO CAMPUS,10958,PSYC,516A,1,Day,,PSYCHOPATHOLOGY I,,25,0,30,1400,1630,Auditorium Building,825
,M,,,,,,CHICAGO CAMPUS,10959,PSYC,520,1,Day,,BASIC CLINICAL SKILLS,,24,0,30,930,1200,Auditorium Building,410
,M,,,,,,CHICAGO CAMPUS,10961,PSYC,530,1,Day,,ADVANCED RESEARCH METHODS,,32,0,30,1400,1630,Wabash Building,1214
,,,W,,,,CHICAGO CAMPUS,14178,PSYC,530,10,Evening,,ADVANCED RESEARCH METHODS,,24,0,30,1800,2030,Wabash Building,1019
,,T,,,,,CHICAGO CAMPUS,11558,PSYC,606,10,Evening,,HUMAN DEVELOPMENT,,58,0,30,1800,2030,Wabash Building,1017
,,T,,,,,CHICAGO CAMPUS,14128,PSYC,620,1,Day,,INTELLECTUAL ASSESSMENT,,30,0,30,930,1200,Wabash Building,609
,M,,,,,,CHICAGO CAMPUS,11448,PSYC,623,10,Evening,,THEORIES OF COUNSELING & PSYCH,,26,0,30,1800,2030,Auditorium Building,510
,,T,,,,,CHICAGO CAMPUS,10963,PSYC,641A,1,Day,,COGNITIVE BEHAVIORAL THERAPY I,,78,0,30,1400,1630,Wabash Building,1111
,,,,R,,,CHICAGO CAMPUS,10964,PSYC,642,10,Evening,,PSYCHODYNAMIC COUNSELING,,106,0,30,1800,2030,Wabash Building,612
,M,,,,,,CHICAGO CAMPUS,11353,PSYC,642A,10,Evening,,PSYCHODYNAMIC THEORY I,,36,0,30,1800,2030,Auditorium Building,326
,,,W,,,,CHICAGO CAMPUS,11559,PSYC,645,10,Evening,,MULTICULTURAL COUNSELING,,50,0,30,1800,2030,Auditorium Building,426
,,T,,,,,CHICAGO CAMPUS,11799,PSYC,649,10,Evening,,GROUP COUNSELING,,32,0,20,1800,2030,Wabash Building,1015
,M,,,,,,CHICAGO CAMPUS,14404,PSYC,669,10,Evening,,INSTRUCTIONAL DESIGN/TRAINING,,16,0,30,1800,2030,Auditorium Building,518
,,,,R,,,CHICAGO CAMPUS,13978,PSYC,673,10,Evening,,CONSULTING SKILLS,,25,0,25,1800,2030,Auditorium Building,1015
,,,,R,,,CHICAGO CAMPUS,12239,PSYC,681,1,Day,,INSTRUCTOR DEVELOPMENT PROG,,40,0,25,1400,1630,Auditorium Building,811
,,T,,,,,CHICAGO CAMPUS,11560,PSYC,697A,15,Day,,MA CLINICAL INTERNSHIP,,25,0,20,1200,1400,Auditorium Building,1015
,,T,,,,,CHICAGO CAMPUS,11561,PSYC,697A,16,Evening,,MA CLINICAL INTERNSHIP,,30,0,12,1800,2000,Auditorium Building,310
,,,,R,,,CHICAGO CAMPUS,11562,PSYC,697A,18,Evening,,MA CLINICAL INTERNSHIP,,30,0,20,1800,2000,Auditorium Building,310
,,,W,,,,CHICAGO CAMPUS,14231,PSYC,697A,19,Evening,,MA CLINICAL INTERNSHIP,,20,0,12,1800,2000,Auditorium Building,314
,M,,,,,,CHICAGO CAMPUS,11433,PSYC,716,1,Day,,"COG,AFF, & LEARNED BASE OF BEH",,32,0,30,1400,1630,Wabash Building,1015
,M,,,,,,CHICAGO CAMPUS,10970,PSYC,735,10,Evening,,CLIN SUPERVISON & CONSULTATION,,77,0,30,1800,2030,Wabash Building,1016
,,,W,,,,CHICAGO CAMPUS,13913,PSYC,740,1,Day,,SEX ORIENT & GENDER  DIV,,24,0,30,1400,1630,Wabash Building,1215
,,T,,,,,CHICAGO CAMPUS,14182,REES,201,1,Day,,INTRO TO COMMERCIAL RE,,24,0,25,800,1030,Wabash Building,1212
,,,W,,,,CHICAGO CAMPUS,12810,REES,321,10,Evening,,REAL ESTATE LAW,,32,0,25,1800,2030,Wabash Building,1214
,,T,,,,,CHICAGO CAMPUS,11086,REES,401,10,Evening,,REAL ESTATE PROCESS,,32,0,25,1800,2030,Wabash Building,1214
,,,W,,,,CHICAGO CAMPUS,11951,REES,402,10,Evening,,QUANTITATIVE METHODS REES,,24,0,25,1800,2030,Wabash Building,1215
,,,,,F,S,CHICAGO CAMPUS,14485,REES,403,1,Day,,FINANCIAL MODELING FOR REES,,32,0,25,1,2,Wabash Building,1214
U,,,,,F,S,CHICAGO CAMPUS,14486,REES,421,1,Day,,REAL ESTATE LAW,,32,0,25,1,2,Wabash Building,1214
U,,,,,F,S,CHICAGO CAMPUS,14487,REES,431,1,Day,,REAL ESTATE MGMT PRINCIPLES,,32,0,25,1,2,Wabash Building,1214
,,,,R,,,CHICAGO CAMPUS,11088,REES,431,10,Evening,,REAL ESTATE MGMT PRINCIPLES,,12,0,25,1800,2030,Wabash Building,1217
,,T,,R,,,CHICAGO CAMPUS,10836,SOC,101,1,Day,,INTRODUCTION TO SOCIOLOGY,"Farmer, Stephanie",32,0,35,1100,1215,Wabash Building,1214
,M,,W,,,,CHICAGO CAMPUS,14052,SOC,101,2,Day,,INTRODUCTION TO SOCIOLOGY,"Dalmage, Heather",45,0,35,1100,1215,Wabash Building,616
,M,,W,,,,CHICAGO CAMPUS,11235,SPAN,101,1,Day,,BEGINNING SPANISH I,,28,0,23,1100,1215,Auditorium Building,311
,M,,W,,,,CHICAGO CAMPUS,11250,SPAN,252,1,Day,,IMMIGRATION PAST AND PRESENT,,40,0,25,1230,1345,Auditorium Building,811
,,T,,,,,CHICAGO CAMPUS,10904,SUST,220,1,Day,,WATER,,32,0,25,1400,1630,Wabash Building,1214
,,,,,F,,CHICAGO CAMPUS,11330,SUST,230,1,Day,,FOOD,,26,0,25,930,1200,Auditorium Building,510
,,T,,R,,,CHICAGO CAMPUS,11511,TDAN,180,1,Day,,CORE STYLES & TECH BALLET 1,,60,0,50,900,1030,218 S. Wabash,304
,M,,W,,,,CHICAGO CAMPUS,14659,TDAN,211,1,Day,,JAZZ LEVEL I,,45,0,20,1050,1220,Wabash Building,413
,M,,W,,,,CHICAGO CAMPUS,14660,TDAN,212,1,Day,,"JAZZ, LEVEL II",,45,0,20,920,1050,Wabash Building,413
,M,,W,,,,CHICAGO CAMPUS,14661,TDAN,212,2,Day,,"JAZZ, LEVEL II",,24,0,20,920,1050,Auditorium Building,710
,M,,W,,,,CHICAGO CAMPUS,14662,TDAN,213,1,Day,,"JAZZ, LEVEL III",,300,0,20,920,1050,Fine Arts Building,3C
,M,,W,,,,CHICAGO CAMPUS,14663,TDAN,213,2,Day,,"JAZZ, LEVEL III",,60,0,20,920,1050,218 S. Wabash,305
,M,,W,,,,CHICAGO CAMPUS,14664,TDAN,214,1,Day,,"JAZZ, LEVEL IV",,60,0,20,920,1050,218 S. Wabash,306
,,T,,R,,,CHICAGO CAMPUS,14666,TDAN,221,1,Day,,"BALLET, LEVEL I",,45,0,20,1050,1220,Wabash Building,413
,,T,,R,,,CHICAGO CAMPUS,14667,TDAN,221,2,Day,,"BALLET, LEVEL I",,60,0,20,1050,1220,218 S. Wabash,306
,,T,,R,,,CHICAGO CAMPUS,14668,TDAN,221,3,Day,,"BALLET, LEVEL I",,24,0,20,1050,1220,Auditorium Building,710
,,T,,R,,,CHICAGO CAMPUS,14669,TDAN,221,4,Day,,"BALLET, LEVEL I",,60,0,20,1050,1220,218 S. Wabash,305
,,T,,R,,,CHICAGO CAMPUS,14670,TDAN,222,1,Day,,"BALLET, LEVEL II",,24,0,20,920,1050,Auditorium Building,710
,,T,,R,,,CHICAGO CAMPUS,14671,TDAN,222,2,Day,,"BALLET, LEVEL II",,300,0,20,920,1050,Fine Arts Building,3C
,,T,,R,,,CHICAGO CAMPUS,14672,TDAN,223,1,Day,,"BALLET, LEVEL III",,60,0,20,920,1050,218 S. Wabash,306
,,T,,R,,,CHICAGO CAMPUS,14673,TDAN,223,2,Day,,"BALLET, LEVEL III",,60,0,20,920,1050,218 S. Wabash,305
,,T,,R,,,CHICAGO CAMPUS,14674,TDAN,224,1,Day,,"BALLET, LEVEL IV",,45,0,20,920,1050,Wabash Building,413
,M,,W,,,,CHICAGO CAMPUS,14675,TDAN,231,1,Day,,"TAP, LEVEL I",,60,0,25,1100,1215,218 S. Wabash,303
,M,,W,,,,CHICAGO CAMPUS,14676,TDAN,232,1,Day,,"TAP, LEVEL II",,60,0,25,1100,1215,218 S. Wabash,304
,M,,W,,,,CHICAGO CAMPUS,14677,TDAN,233,1,Day,,"TAP, LEVEL III",,60,0,25,1100,1215,218 S. Wabash,305
,,,,,F,,CHICAGO CAMPUS,14678,TDAN,301,1,Day,,CHOREOGRAPHY LAB,,24,0,25,1230,1500,Auditorium Building,710
,M,,W,,,,CHICAGO CAMPUS,14713,TDAN,302,1,Day,,SPECIAL TOPICS: MUSICAL THEATR,,60,0,30,1050,1220,218 S. Wabash,306
,,,,R,,,CHICAGO CAMPUS,13595,TDAN,331,1,Day,,BEGINNING/INTERMEDIATE TAP II,,60,0,30,1030,1145,218 S. Wabash,305
,,T,,,,,CHICAGO CAMPUS,13595,TDAN,331,1,Day,,BEGINNING/INTERMEDIATE TAP II,,60,0,30,915,1030,218 S. Wabash,303
,,T,,R,,,CHICAGO CAMPUS,11829,TDAN,380,1,Day,,CORE STYLES & TECH BALLET 3,,60,0,25,900,1030,218 S. Wabash,305
,M,,W,,,,CHICAGO CAMPUS,12293,THAR,114,1,Day,,VOCAL & PHYSICAL PREPARATION,,24,0,25,1530,1645,Auditorium Building,710
,M,,W,,,,CHICAGO CAMPUS,10764,THAR,116,1,Day,,ENSEMBLE SINGING,,62,0,50,1430,1545,Auditorium Building,730
,M,,W,,,,CHICAGO CAMPUS,11349,THAR,116,2,Day,,ENSEMBLE SINGING,,62,0,50,1615,1730,Auditorium Building,730
,,T,,R,,,CHICAGO CAMPUS,14679,THAR,206,5,Day,,FUNDAMENTALS OF ACTING I,,16,0,25,1230,1500,Auditorium Building,886
,M,,W,,,,CHICAGO CAMPUS,14680,THAR,206,6,Day,,FUNDAMENTALS OF ACTING I,,24,0,25,1230,1500,Auditorium Building,782
,M,,W,,,,CHICAGO CAMPUS,14681,THAR,220,6,Day,,VOICE & SPEECH FOR THE ACTOR I,,24,0,25,1100,1220,Auditorium Building,710
,,,,,F,,CHICAGO CAMPUS,13524,THAR,225,01A,Day,,INTERMEDIATE ACTING I LAB,,60,0,50,930,1200,218 S. Wabash,305
,,T,,R,,,CHICAGO CAMPUS,10074,THAR,225,2,Day,,INTERMEDIATE ACTING I,,24,0,25,1230,1500,Auditorium Building,710
,,,,,F,,CHICAGO CAMPUS,13525,THAR,225,02A,Day,,INTERMEDIATE ACTING I LAB,,60,0,50,1230,1500,218 S. Wabash,305
,,T,,R,,,CHICAGO CAMPUS,10099,THAR,225,3,Day,,INTERMEDIATE ACTING I,,60,0,25,1230,1500,218 S. Wabash,305
,,T,,R,,,CHICAGO CAMPUS,13617,THAR,225,4,Day,,INTERMEDIATE ACTING I,,60,0,50,1530,1800,218 S. Wabash,303
,M,,,,,,CHICAGO CAMPUS,11535,THAR,231,1,Day,,ACTING ON CAMERA I,,60,0,25,1530,1800,218 S. Wabash,318
,,T,,R,,,CHICAGO CAMPUS,10785,THAR,232,1,Day,,PERFORM SHAKES/HEIGHTENED TEXT,,30,0,25,1230,1500,Auditorium Building,980
,M,,W,,,,CHICAGO CAMPUS,10760,THAR,270,1,Day,,VOICE & SPCH FOR THE ACTOR III,,20,0,25,1100,1330,Auditorium Building,925
,,T,,R,,,CHICAGO CAMPUS,14682,THAR,271,1,Day,,VOICE & SPEECH IV: DIALECTS,,16,0,25,1530,1800,Auditorium Building,886
,,T,,R,,,CHICAGO CAMPUS,14721,THAR,271,2,Day,,VOICE & SPEECH IV: DIALECTS,,24,0,30,1530,1800,Auditorium Building,710
,M,,W,,,,CHICAGO CAMPUS,11352,THAR,328,2,Day,,SPEC TOPICS IN MUSICAL THAR SR,,62,0,50,1230,1500,Auditorium Building,730
,,,,,F,,CHICAGO CAMPUS,10078,THAR,330,1,Day,,ACTING ON CAMERA II,,60,0,25,930,1200,218 S. Wabash,318
,,,,,F,,CHICAGO CAMPUS,10072,THAR,340,1,Day,,AUDITION AND THEATRE BUSINESS,,78,0,50,1530,1700,Wabash Building,1111
,M,,W,,,,CHICAGO CAMPUS,11089,THAR,348,1,Day,,STAGE DIRECTING I,,30,0,50,1530,1800,Auditorium Building,980
,,,,,F,,CHICAGO CAMPUS,11580,THAR,371,1,Day,,STAGE COMBAT I,,60,0,25,1230,1500,218 S. Wabash,306
,,,,,F,,CHICAGO CAMPUS,14702,THAR,371,2,Day,,STAGE COMBAT I,,60,0,50,1230,1500,218 S. Wabash,305
,M,,W,,,,CHICAGO CAMPUS,10075,THAR,375,1,Day,,PHYSICAL THEATRE CIRCUS SKILLS,,60,0,25,1530,1800,218 S. Wabash,305
,,,,,F,,CHICAGO CAMPUS,13426,UNIV,312,1,Day,,PREPARING TO TA IN COLLEGE,"Prieto-Mendoza, Maria Alejandra",20,0,20,1400,1700,Auditorium Building,314
,,,,R,,,CHICAGO CAMPUS,10644,VOI,200,1,Day,,FRESH/SOPH PERF CLASS,,62,0,20,1600,1655,Auditorium Building,730
,,,,,F,,CHICAGO CAMPUS,10820,VOI,330,1,Day,,JR/SR OPERA PROJECT,,48,0,50,1400,1600,Auditorium Building,662
,,T,,,,,CHICAGO CAMPUS,10646,VOI,400,1,Day,,GRAD PERFORMANCE CLASS,,100,0,25,1600,1800,Auditorium Building,745
,,T,,,,,CHICAGO CAMPUS,11578,WGS,110,1,Day,,GENDER JUSTICE,,30,0,25,1100,1215,Auditorium Building,644
,,T,,,,,CHICAGO CAMPUS,11246,WGS,110,2,Day,,GENDER JUSTICE,,32,0,25,1230,1345,Wabash Building,1015
,M,,W,,,,CHICAGO CAMPUS,14251,WGS,110,3,Day,,GENDER JUSTICE,,76,0,40,930,1045,Wabash Building,911
,,,,R,,,CHICAGO CAMPUS,14416,WGS,222,99,Day,,SEX AND GENDER IN THE CITY,,32,0,25,1400,1630,Auditorium Building,524
